ACTH : adrenocorticotrop
apărere : sfeti
apărere : mijloci
apărere : înfiripa
apărere : înflori
apărere : naște
apărere : zâmbet
apărere : revela
apărere : dezveli
apărere : splendoarea
apărere : slomni
apărere : declara
apărere : publica
apărere : tipări
apărut : arăta
apărut : vedea
apărut : zări
apărut : italienism
apărut : spunta
apărut : săptămânile
apărut : sfeti
apărut : mijloci
apărut : înfiripa
apărut : înflori
apărut : naște
apărut : zâmbet
apărut : revela
apărut : dezveli
apărut : splendoarea
apărut : slomni
apărut : declara
apărut : publica
apărut : tipări
apărământ : ocrotire
apărământ : protecție
apărătoare : gânj
apărătoare : somnișor
apărătoare : busuioc-de-câmp
apărătoare : busuiocul-cerbilor
apărătoare : polei
apărător : ocrotitor
apărător : protector
apărător : sprijin
apărător : sprijinitor
apărător : susținător
apărător : proteguitor
apărător : protejator
apărător : părtinitor
apărător : păzitor
apărător : priitor
apărător : scutitor
apărător : reazem
apărătură : braniște
apărătură : pădure
apărătură : copacii
apărătură : numește
apăsare : greutate
apăsare : presare
apăsare : presiune
apăsare : strânsoare
apăsat : comprimat
apăsat : presat
apăsat : strâns
apăsat : îndesat
apăsător : copleșitor
apăsător : covârșitor
apăsător : împovărător
apăsător : oneros
apăsător : călcător
apăsător : ceapraz
apăsător : mașinile
apătos : puhav
apătos : toplicios
apătos : teren
aquatica : florilor
aquatica : porumb
aquatica : numește
aquatica : aquatica
aquatica : roua-cerului
aquatica : frupt
aquilegia : cinci-clopoței
aquilegia : cinci-coade
aquilegifolium : aquilegifolium
aquilegifolium : clocoței
aquilegifolium : mărgea
aquilegifolium : voltinel
ar : scurma
ara : scurma
arab : arabic
arab : arăbesc
arab : arăpesc
arab : mediu
arab : apusul
arab : sarazin
araba : arabic
araba : arăbesc
araba : arăpesc
araba : mediu
araba : apusul
araba : sarazin
arabi : arabic
arabi : arăbesc
arabi : arăpesc
arabi : mediu
arabi : apusul
arabi : sarazin
arabil : cultivabil
arabil : arător
arabis : bărbușoară-de-munte
arabis : tunicea
arabă : arabic
arabă : arăbesc
arabă : arăpesc
arabă : mediu
arabă : apusul
arabă : sarazin
arac : pocie
araneus : șoarece
aranja : așeza
aranja : clasa
aranja : clasifica
aranja : dispune
aranja : distribui
aranja : grupa
aranja : tocmi
aranja : ordona
aranja : organiza
aranja : rândui
aranja : potrivi
aranja : repartiza
aranja : sistematiza
aranja : chiti
aranja : drege
aranja : trebuie
aranja : elementele
aranja : pregăti
aranja : îndrepta
aranja : netezi
aranja : ticlui
aranja : brodi
aranja : astfel
aranja : lucrurile
aranjare : așezare
aranjare : clasare
aranjare : clasificare
aranjare : distribuire
aranjare : împărțire
aranjare : ordonare
aranjare : repartizare
aranjare : rânduire
aranjare : sistematizare
aranjare : elementelor
aranjare : pregătire
aranjare : facere
aranjat : clasat
aranjat : ordonat
aranjat : organizat
aranjat : rânduit
aranjat : sistematizat
aranjat : documentar
aranjat : pregătit
arat : arare
arat : plugărie
arat : plugărit
arat : plugărire
arbitrar : întâmplător
arbitrar : alegere
arbitrare : întâmplător
arbitrare : alegere
arbitru : grecism
arbitru : eretocrit
arbitru : într-un
arbiu : vergea
arbiu : țeava
arbiu : nordul
arbiu : puștoc
arbora : ridica
arbora : steagul
arbora : patriei
arborare : ridica
arborare : steagul
arborare : patriei
arborat : ridica
arborat : steagul
arborat : patriei
arbore : copac
arbore : arbore
arbore : cacao
arbore : cacaotier
arbore : cafea
arbore : cafeu
arbore : tămâie
arbore : cotit
arbore : vilbrochen
arborea : broatec
arborea : brotac
arborea : buratic
arborea : verde
arborea : brotan
arborea : racamete
arborea : răcănel
arborescens : galben
arbori : copac
arbori : arbore
arbori : cacao
arbori : cacaotier
arbori : cafea
arbori : cafeu
arbori : tămâie
arbori : cotit
arbori : vilbrochen
arbust : copăcel
arc : resort
arc : voltaic
arcadă : sclip
arcan : secret
arcan : ștreang
arcane : secret
arcane : ștreang
arcanul : secret
arcanul : ștreang
arcare : fundament
arcare : fundație
arcare : ocrotitor
arcare : protector
arcare : sprijin
arcare : sprijinitor
arcare : susținător
arcas : săgetător
arcas : săgetar
arcas : armata
arcat : boltit
arcat : curbat
arcat : încovoiat
arcaș : săgetător
arcaș : săgetar
arcaș : armata
archangelica : angelica
arcos : curbat
arctic : nordic
arctic : astăzi
arctic : boreal
arctic : septentrional
arctomys : bursuc
arcui : bolti
arcuit : boltit
arcuit : curbat
arcuit : arcat
ard : dogori
ard : frige
ard : pârjoli
ard : pripi
ard : păli
ard : prigori
ard : mistui
arda : dogori
arda : frige
arda : pârjoli
arda : pripi
arda : păli
arda : prigori
arda : mistui
arde : dogori
arde : frige
arde : pârjoli
arde : pripi
arde : păli
arde : prigori
arde : mistui
ardei : piper
ardent : entuziasmat
ardent : entuziast
ardent : fervent
ardent : focos
ardent : înflăcărat
ardent : înfocat
ardent : însuflețit
ardență : avânt
ardență : entuziasm
ardență : înflăcărare
ardență : înfocare
ardență : însuflețire
ardență : pasiune
ardere : cremațiune
ardere : combustie
ardoare : nepreget
ardoare : nepregetare
ardoare : osârdie
ardoare : osârdnicie
ardoare : osârduire
ardoare : protimie
ardă : dogori
ardă : frige
ardă : pârjoli
ardă : pripi
ardă : păli
ardă : prigori
ardă : mistui
are : scurma
arenda : năimi
arenda : împosesui
arenda : teren
arendare : împosesuire
arendare : teren
arendat : năimit
arendat : agricol
arendaș : arendar
arendaș : orândator
arendaș : orândar
arendaș : posesor
arendă : ieșit
arendă : posesiune
arendă : simbrie
arendă : moșia
arendășie : arendășit
arendășie : ocupa
arendășit : arendășie
arendășiță : nevasta
aresta : deține
aresta : închide
aresta : reține
aresta : arestălui
aresta : arestui
aresta : popri
aresta : captura
aresta : prinde
aresta : ridica
arestant : deținut
arestant : întemnițat
arestare : arest
arestare : deținere
arestare : închidere
arestare : întemnițare
arestare : reținere
arestare : capturare
arestare : prindere
arestare : prins
arestare : prinsoare
arestare : prinzare
arestare : ridicare
arestat : deținut
arestat : închis
arestat : întemnițat
arestat : reținut
arestat : poprit
arestat : persoane
arestat : capturat
arestat : prins
arestat : prizonier
arestat : arestant
arestat : pensionar
arestat : recunoscut
arestui : deține
arestui : închide
arestuire : deține
arestuire : închide
arestuit : deține
arestuit : închide
arestălui : deține
arestălui : închide
arestăluire : deține
arestăluire : închide
arestăluit : deține
arestăluit : închide
areta : ponta
aretare : ponta
argat : curtean
argat : celednic
argea : război
argentea : scrintee
argentifer : argintos
argentit : acantit
argilifer : cleios
argilifer : clisos
argilo : pământ
argilo : agiag
argilos : cleios
argilos : clisos
argilos : lutos
argilos : argilifer
argilos : humos
argilos : mâlos
argilos : hleios
argilos : rășinos
argilos : tiglos
argilă : pământ
argilă : agiag
argint : colargol
arginta : argintui
arginta : obiect
argintare : spoire
argintare : spoit
argintat : argintui
argintat : obiect
arginti : franc
arginti : gologan
argintiu : argintos
argintos : argentifer
argintărie : arginturi
arginți : franc
arginți : gologan
argințică : cerențel
argiroză : argirism
argiroză : acantit
argiroză : argentit
argument : considerent
argument : raționament
argument : rezon
argument : convins
argument : motiv
argument : motivare
argument : motivație
argument : sprijinul
argument : opțiunii
argățesc : birișesc
arhaic : primitiv
arhaic : vechi
arhaic : arheian
arhaic : azoic
arhanghel : arhistratig
arheolog : anticar
arheolog : arheologie
arheolog : numește
arheologic : anticariu
arhicunoscut : banal
arhicunoscut : depășit
arhicunoscut : știut
arhicunoscut : vechi
arhicunoscut : răscunoscut
arhicunoscut : fumat
arhicunoscut : răsuflat
arhicunoscut : notoriu
arhicunoscut : proverbial
arhidiacon : protodiacon
arhiepiscopal : arhidiecezan
arhiepiscopat : arhiepiscopie
arhiepiscopat : funcția
arhiepiscopie : arhiepiscopat
arhiepiscopie : primit
arhieresc : arhipăstoresc
arhiereu : ierarh
arhiereu : arhipăstor
arhiereu : sfetitel
arhiereu : categoria
arhierie : arhipăstorie
arhitect : arhitecton
arhitect : arhitector
arhitect : maimar
arhitectonic : arhitectural
arhitectonic : arhitectonicesc
arhitectonică : arhitectural
arhitectonică : arhitectonicesc
arhitectura : arhitectonie
arhitectura : maimărie
arhitectură : arhitectonie
arhitectură : maimărie
arhitravă : epistil
arhitravă : partea
arhiva : turcism
arhivar : arhivist
arhivar : condicar
arhivă : turcism
arhondaric : arhondărie
arhondărie : arhondaric
arhondărie : dormit
aria : arman
aria : siliște
aria : țarc
aria : pentru
aria : treierat
arian : arienesc
arianism : arienie
arianism : ~ului
ariceala : arici
ariceală : arici
arici : rostogol
arid : uscat
arid : secetos
arid : secățiu
arid : secățiv
arid : teren
arid : neproductiv
arid : neroditor
arid : sterp
arid : câmpie
ariditate : uscăciune
arie : arman
arie : siliște
arie : țarc
arie : pentru
arie : treierat
arierat : întârziat
arierat : oligofren
arierate : întârziat
arierate : oligofren
ariergardă : retroguardie
arietinum : măzăriche
arimare : arimaj
arin : arinde
ariniș : ariniște
ariniș : printr-un
aripa : cruce
aripa : răscruce
aripa : roata
aripa : morii
aripa : cumpene
aripa : răscruci
aripa : speteze
aripa : războiul
aripa : ferestre
aripa : sfârcuri
aripa : fundul
aripat : înaripat
aripă : cruce
aripă : răscruce
aripă : roata
aripă : morii
aripă : cumpene
aripă : răscruci
aripă : speteze
aripă : războiul
aripă : ferestre
aripă : sfârcuri
aripă : fundul
aristolochia : clematitis
aristolochia : lepădătoare
aristolochia : fasolea-cioarei
aristolochia : lingura-frumoaselor
aristolochia : lingura-popii
aristolochia : mărul-lupului
aritmetică : comput
ariște : închisoare
ariște : penitenciar
ariște : pușcărie
armade : oaste
armade : oștire
armade : putere
armadă : oaste
armadă : oștire
armadă : putere
armament : muniție
armat : militar
armată : oaste
armată : oștire
armată : putere
armată : trupe
armată : șirag
armată : armie
armată : ordie
armată : ostășime
armată : oștime
armată : tărie
armată : sabie
armată : cucerit
armată : militărie
armată : ostășie
armată : miliție
armată : cătănie
armată : voinicie
armată : stagiu
armată : serviciu
armată : militar
armată : oștenie
armată : soldăție
armaș : vizir
armaș : arșic
armaș : jocul
armenesc : armean
armeniaca : măgdălan
armeniaca : tenghere
armeniaca : nordul
armeniaca : tinghirel
armie : oaste
armie : oștire
armie : putere
armillaria : opintici
armillaria : popinci
armonia : acord
armonia : împăciuire
armonia : înțelegere
armonia : unire
armonia : concert
armonia : concordie
armonia : domnea
armonia : între
armonia : echilibru
armonia : potrivire
armonia : proporție
armonia : proporționalitate
armonia : simetrie
armonia : simfonie
armonia : elementelor
armonia : melodie
armonia : muzicalitate
armonia : sonoritate
armonia : armonie
armonia : sinarmonie
armonia : sinarmonism
armonic : sinusoidal
armonica : sinusoidal
armonie : acord
armonie : împăciuire
armonie : înțelegere
armonie : unire
armonie : concert
armonie : concordie
armonie : domnea
armonie : între
armonie : echilibru
armonie : potrivire
armonie : proporție
armonie : proporționalitate
armonie : simetrie
armonie : simfonie
armonie : elementelor
armonie : melodie
armonie : muzicalitate
armonie : sonoritate
armonie : armonie
armonie : sinarmonie
armonie : sinarmonism
armonios : concordant
armonios : echilibrat
armonios : proporționat
armonios : regulat
armonios : simetric
armonios : ansamblu
armonios : potrivit
armonios : melodic
armonios : melodios
armonios : muzical
armonios : sonor
armonios : unduios
armonios : unduit
armonios : dulce
armonios : mlădios
armonios : simfonic
armonios : ~oasa
armoracia : usturoi
armoracia : tormac
armurar : amărea
armurare : cărbune
armurare : dalac
armurariță : cărbune
armurariță : dalac
armurier : sinețar
armurier : tufecciu
armurier : vinde
armăsar : armig
armături : blazon
arnica : podbal-de-munte
arnica : carul-pădurilor
arnica : carul-zânelor
arnica : țâța-oii
arnici : podbal-de-munte
arnici : carul-pădurilor
arnici : carul-zânelor
arnici : țâța-oii
arnică : podbal-de-munte
arnică : carul-pădurilor
arnică : carul-zânelor
arnică : țâța-oii
arnăut : nefer
arnăut : garda
aromaticum : aromaticum
aromaticum : borșer
aromaticum : crastavan
aromaticum : laba-gâștii
aromi : adormi
aromi : amăgi
aromi : atrage
aromi : ațipi
aromi : dormita
aromi : ispiti
aromi : încânta
aromi : înșela
aromi : păcăli
aromi : picoti
aromi : piroti
aromi : rosti
aromi : purta
aromi : seduce
aromi : tenta
aromire : adormi
aromire : amăgi
aromire : atrage
aromire : ațipi
aromire : dormita
aromire : ispiti
aromire : încânta
aromire : înșela
aromire : păcăli
aromire : picoti
aromire : piroti
aromire : rosti
aromire : purta
aromire : seduce
aromire : tenta
aromit : adormi
aromit : amăgi
aromit : atrage
aromit : ațipi
aromit : dormita
aromit : ispiti
aromit : încânta
aromit : înșela
aromit : păcăli
aromit : picoti
aromit : piroti
aromit : rosti
aromit : purta
aromit : seduce
aromit : tenta
aromân : macedonean
aromân : sudul
aromânesc : macedonean
aromână : macedonean
aromână : sudul
arpacaș : orzișor
arpagic : orceag
arpagic : puiac
arpagic : nord-vestul
arsen : arsenic
arsen : trioxid
arsenal : spătărie
arsenic : arsen
arsenic : trioxid
arsenic : săricica
arsfenamină : salvarsan
arsfenamină : ehrlich
arsfenamină : folosește
arsfenamină : tratamentul
arsoare : călduri
arsoare : dogoare
arsoare : năduf
arsoare : pârjol
arsoare : pojar
arsoare : zăduf
arsura : usturime
arsura : jigăraie
arsura : scrum
arsura : fundul
arsura : jariște
arsura : pârjol
arsura : pădure
arsura : numește
arsură : usturime
arsură : jigăraie
arsură : scrum
arsură : fundul
arsură : jariște
arsură : pârjol
arsură : pădure
arsură : numește
arsătură : jariște
arta : abstracționism
arta : belearte
artemisia : mălin
artezian : țâșnitoare
artezian : havuz
artezian : șadârvan
artezian : săltătoare
artezian : săritoare
articol : paragraf
articol : punct
articula : încheia
articulat : încheia
articulație : armonie
articulație : balamale
articulație : articulație
artificial : contrafăcut
artificial : imitat
artificial : prețioase
artificial : pietre
artificial : afectat
artificial : căutat
artificial : forțat
artificial : nefiresc
artificial : nenatural
artificial : nesincer
artificial : prefăcut
artificial : silit
artificial : silnic
artificial : studiat
artificial : teatral
artificial : teatralist
artificial : atitudine
artificială : contrafăcut
artificială : imitat
artificială : prețioase
artificială : pietre
artificială : afectat
artificială : căutat
artificială : forțat
artificială : nefiresc
artificială : nenatural
artificială : nesincer
artificială : prefăcut
artificială : silit
artificială : silnic
artificială : studiat
artificială : teatral
artificială : teatralist
artificială : atitudine
artilerie : pușcărie
artilerie : armata
artiodactil : paricopitat
artistic : literar
artistic : iscusit
artistic : măiestrit
artistic : meșteșugit
artistic : măiestru
artistic : broderie
artrologie : sindesmologic
artropod : articulate
artut : deștept
artut : dibaci
artut : inteligent
artut : iscusit
artut : îndemânatic
artă : abstracționism
artă : belearte
arunc : zvârli
arunc : lepăda
arunc : țipa
arunc : scutura
arunc : lucru
arunc : azvârli
arunc : mătura
arunc : toate
arunc : paharele
arunc : lansa
arunc : trage
arunc : slobozi
arunc : hăti
arunca : zvârli
arunca : lepăda
arunca : țipa
arunca : scutura
arunca : lucru
arunca : azvârli
arunca : mătura
arunca : toate
arunca : paharele
arunca : lansa
arunca : trage
arunca : slobozi
arunca : hăti
aruncare : zvârlire
aruncare : lepădare
aruncare : sticle
aruncare : azvârlire
aruncare : lansare
aruncare : tragere
aruncat : zvârli
aruncat : lepăda
aruncat : țipa
aruncat : scutura
aruncat : lucru
aruncat : azvârli
aruncat : mătura
aruncat : toate
aruncat : paharele
aruncat : lansa
aruncat : trage
aruncat : slobozi
aruncat : hăti
aruncătură : zvârlet
aruncătură : calului
arvalis : șoarece-de-câmp
arvalis : popândoc
arvalis : popânzac
arvalis : popânzoi
arvalis : șoarece-de-mare
arvalis : pește-jidovesc
arvat : croat
arvense : măsea
arvense : pipirig
arvensis : servit
arvensis : drept
arvensis : hrana-vacii
arz : dogori
arz : frige
arz : pârjoli
arz : pripi
arz : păli
arz : prigori
arz : mistui
arând : scurma
ară : scurma
arăbește : arăpește
arăduce : apropia
arăduce : asemăna
arăduce : asemui
arăduce : imagina
arăduce : închipui
arăduce : reprezenta
arăducere : apropia
arăducere : asemăna
arăducere : asemui
arăducere : imagina
arăducere : închipui
arăducere : reprezenta
arădui : începe
arădui : îndrepta
arădui : merge
arădui : orienta
arădui : pleca
arăduire : începe
arăduire : îndrepta
arăduire : merge
arăduire : orienta
arăduire : pleca
arăpească : arabic
arăpesc : arabic
arăriel : otrățel
arăriel : limba-câinelui
arăriel : plescaiță-roșie
arăta : indica
arăta : spune
arăta : preciza
arăta : semna
arăta : premite
arăta : grecism
arăta : prohdeorisi
arăta : scrie
arăta : susține
arăta : articol
arăta : desemna
arăta : semnala
arăta : manifesta
arăta : afirma
arăta : exprima
arăta : apărea
arăta : sfeti
arăta : atunci
arăta : slomni
arătanie : arătare
arătanie : monstru
arătanie : nălucire
arătanie : năzărire
arătanie : pocitanie
arătanie : spectru
arătanie : spirit
arătanie : stafie
arătanie : strigoi
arătanie : vedenie
arătare : dezvăluire
arătare : revelare
arătare : concr
arătare : colos
arătare : măgăoaie
arătare : nămetenie
arătare : bahahuie
arătare : sodom
arătare : toate
arătat : indica
arătat : spune
arătat : preciza
arătat : semna
arătat : premite
arătat : grecism
arătat : prohdeorisi
arătat : scrie
arătat : susține
arătat : articol
arătat : desemna
arătat : semnala
arătat : manifesta
arătat : afirma
arătat : exprima
arătat : apărea
arătat : sfeti
arătat : atunci
arătat : slomni
arătos : frumos
arătos : aspectuos
arătos : falnic
arătos : impozant
arătos : mândru
arătură : arare
arătură : plugărie
arătură : plugărit
arătură : plugărire
arătură : ieșit
arătură : concr
arătură : răzor
arătură : terenul
arăvonisi : arvuni
arăvonisire : arvuni
arăvonisit : arvuni
arățel : otrățel
arățel : limba-mielului
arșic : capre
arșic : gioale
arșinic : scaunul-popii
arțag : încăierare
arțag : între
arțag : armate
arțar : platan
arțăgaș : gâlcevitor
as : birlic
as : jocul
as : maestru
as : adevărat
as : domeniul
asalt : năvălire
asalt : șturm
asalt : dezlănțuit
asalt : împotriva
asalta : ataca
asalta : reduta
asaltare : ataca
asaltare : reduta
asaltat : ataca
asaltat : reduta
asambla : îmbina
asambla : împreuna
asambla : monta
asambla : reuni
asambla : componente
asamblare : asamblaj
asamblare : fixare
asamblare : îmbinare
asamblare : împreunare
asamblare : montaj
asamblare : montare
asamblare : unire
asamblare : elementelor
asamblat : îmbina
asamblat : împreuna
asamblat : monta
asamblat : reuni
asamblat : componente
asana : deseca
asana : aseca
asana : scurge
asana : toate
asana : mlaștinile
asanare : secare
asanare : asecare
asanare : terenuri
asanat : secat
asanat : mlăștinoase
asarum : piperul-lupului
asarum : ficățea
asarum : trierei
asarum : tulipin
asarum : buba-inimii
asarum : buruiana-frigurilor
asarum : buruiană-de-atac
asarum : dafin-mic
asarum : lingura-frumoaselor
asarum : lingura-popii
asarum : viorele
asarum : crucea-voinicului
asarum : floarea-paștilor
asarum : iarba-fiarelor
asarum : trei-crai
asarum : trei-răi-boieresc
ascaris : ascarid
ascendent : suitor
ascendent : urcător
ascendenți : suitor
ascendenți : urcător
ascensiune : înălțare
ascensiune : ridicare
ascensiune : suire
ascensiune : urcare
ascetic : sihăstresc
ascetic : pustnicesc
ascetic : schimnic
ascetic : schimnicesc
ascetic : sihăstricesc
ascetic : sihăstrește
ascetic : pustnicește
ascetic : schimnicește
ascetică : sihăstresc
ascetică : pustnicesc
ascetică : schimnic
ascetică : schimnicesc
ascetică : sihăstricesc
ascetică : sihăstrește
ascetică : pustnicește
ascetică : schimnicește
asceză : ascetism
asceză : pustnicie
asceză : schimnicie
asceză : sihăstrie
asceză : schimnicit
aschitac : ascet
aschitac : eremit
aschitac : pustnic
aschitac : schimnic
aschitean : ascet
aschitean : eremit
aschitean : pustnic
aschitean : schimnic
asculta : audia
asculta : urmări
asculta : atenție
asculta : chestiona
asculta : examina
asculta : interoga
asculta : întreba
asculta : prociti
asculta : ausculta
asculta : înțelege
asculta : cuvânt
ascultare : audiere
ascultare : chestionare
ascultare : examinare
ascultare : interogare
ascultare : procitanie
ascultare : cumințenie
ascultare : docilitate
ascultare : supunere
ascultare : cuminție
ascultare : sumisiune
ascultare : supușenie
ascultare : ascultământ
ascultare : plecăciune
ascultare : subordinație
ascultare : dovedit
ascultat : audia
ascultat : urmări
ascultat : atenție
ascultat : chestiona
ascultat : examina
ascultat : interoga
ascultat : întreba
ascultat : prociti
ascultat : ausculta
ascultat : înțelege
ascultat : cuvânt
ascultoi : cuminte
ascultoi : docil
ascultoi : plecat
ascultământ : cumințene
ascultământ : docilitate
ascultătoare : cuminte
ascultătoare : docil
ascultătoare : plecat
ascultătoare : supus
ascultătoare : obedient
ascultătoare : ascultoi
ascultătoare : auditor
ascultătoare : auzitor
ascultător : cuminte
ascultător : docil
ascultător : plecat
ascultător : supus
ascultător : obedient
ascultător : ascultoi
ascultător : auditor
ascultător : auzitor
ascunde : mistui
ascunde : tăinui
ascunde : pitula
ascunde : scuti
ascunde : supune
ascunde : băga
ascunde : imediat
ascunde : acoperi
ascunde : masca
ascunde : voala
ascunde : lumina
ascunde : disimula
ascunde : camufla
ascunde : deghiza
ascunde : tăgădui
ascunde : retăcea
ascundere : ascuns
ascundere : dosire
ascundere : pitire
ascundere : pitulare
ascundere : băgare
ascundere : cuiva
ascundere : mascare
ascundere : voalare
ascundere : luminii
ascundere : tăinuire
ascuns : dosit
ascuns : pitit
ascuns : pitulat
ascuns : supus
ascuns : lucru
ascuns : secret
ascuns : tăinuit
ascuns : criptic
ascuns : enigmatic
ascuns : misterios
ascuns : ocult
ascuns : tainic
ascuns : sibilic
ascuns : sibilin
ascuns : sibilinic
ascuns : misteric
ascuns : tăinos
ascuns : nepătruns
ascuns : neexploatat
ascuns : nefolosit
ascuns : nefructificat
ascuns : nevalorificat
ascuns : reținut
ascuns : mocnit
ascuns : dușmănie
ascunsele : dosit
ascunsele : pitit
ascunsele : pitulat
ascunsele : supus
ascunsele : lucru
ascunsele : secret
ascunsele : tăinuit
ascunsele : criptic
ascunsele : enigmatic
ascunsele : misterios
ascunsele : ocult
ascunsele : tainic
ascunsele : sibilic
ascunsele : sibilin
ascunsele : sibilinic
ascunsele : misteric
ascunsele : tăinos
ascunsele : nepătruns
ascunsele : neexploatat
ascunsele : nefolosit
ascunsele : nefructificat
ascunsele : nevalorificat
ascunsele : reținut
ascunsele : mocnit
ascunsele : dușmănie
ascunzătoare : cotlon
ascunzătoare : ascuns
ascunzătoare : ascunsoare
ascunzătoare : găsit
ascuți : trage
ascuți : coasa
ascuțime : agerime
ascuțime : clarviziune
ascuțime : pătrundere
ascuțime : perspicacitate
ascuțire : trage
ascuțire : coasa
ascuțit : tăios
ascuțit : tăietor
ascuțit : sâmcelat
ascuțit : sâmcelos
ascuțit : înțepător
ascuțit : țuguiat
ascuțit : vârfuit
ascuțit : culme
ascuțit : adânc
ascuțit : intens
ascuțit : pătrunzător
ascuțit : profund
ascuțit : puternic
ascuțit : violent
ascuțit : durere
aseca : deseca
asecare : desecare
asecat : deseca
asedia : împresura
asedia : încercui
asedia : înconjura
asedia : ocoli
asedia : închide
asedia : înveriga
asedia : cetatea
asediat : împresura
asediat : încercui
asediat : înconjura
asediat : ocoli
asediat : închide
asediat : înveriga
asediat : cetatea
asediu : asediere
asediu : împresurare
asediu : încercuire
asediu : înconjurare
asediu : grecism
asediu : poliorchie
aseleniza : aluniza
aselenizare : alunizare
aselghicesc : decăzut
aselghicesc : depravat
aselghicesc : desfrânat
aselghicesc : destrăbălat
aselghicesc : dezmățat
aselghicesc : imoral
aselghicesc : nerușinat
aselghicesc : pervertit
aselghicesc : stricat
aselghiciune : decădere
aselghiciune : depravare
aselghiciune : desfrânare
aselghiciune : destrăbălare
aselghiciune : imoralitate
aselghiciune : perdiție
aselghiciune : perversitate
aselghiciune : perversiune
aselghiciune : pervertire
aselghiciune : pierzanie
aselghiciune : pierzare
aselghiciune : stricăciune
aselghie : decădere
aselghie : depravare
aselghie : desfrânare
aselghie : destrăbălare
aselghie : imoralitate
aselghie : perdiție
aselghie : perversitate
aselghie : perversiune
aselghie : pervertire
aselghie : pierzanie
aselghie : pierzare
aselghie : stricăciune
asemenea : invar
asemenea : astfel
asemenea : atare
asemălui : asemăna
asemălui : asemui
asemălui : compara
asemălui : netezi
asemăluire : asemăna
asemăluire : asemui
asemăluire : compara
asemăluire : netezi
asemăluit : asemăna
asemăluit : asemui
asemăluit : compara
asemăluit : netezi
asemănare : similitudine
asemănat : apropiat
asemănat : asemănător
asemănat : asemenea
asemănat : corespondent
asemănat : înrudit
asemănător : analog
asemănător : apropiat
asemănător : asemenea
asemănător : corespondent
asemănător : înrudit
asemănător : similar
asemănător : asemănat
asemănător : podobnic
asemănător : semănător
asemănător : elemente
asenta : înrola
asentare : înrola
asentat : înrola
aseptizare : dezinfecție
aservire : robie
aservire : sclavaj
aservire : sclavie
aserțiune : cuvânt
aserțiune : declarație
aserțiune : mărturisire
aserțiune : relatare
asfixia : îneca
asfixia : sufoca
asfixia : sugruma
asfixia : împresura
asfixiant : înăbușitor
asfixiant : înecăcios
asfixiant : sufocant
asfixiant : înecător
asfixiant : nădușitor
asfixiat : înăbușit
asfixiat : înecat
asfixiat : sufocat
asfixiat : nădușit
asfixie : asfixiere
asfixie : înăbușire
asfixie : înecare
asfixie : sufocare
asfixie : sufocație
asfixie : sugrumare
asfixie : înecăciune
asi : birlic
asi : jocul
asi : maestru
asi : adevărat
asi : domeniul
asibilare : asibilație
asignat : bilet
asignat : hârtie
asignație : bilet
asignație : hârtie
asigura : siguripsi
asigura : împotriva
asigura : adeveri
asigura : încrede
asigura : sigura
asigura : cineva
asigurare : siguripsire
asigurare : plătit
asigurare : încredințare
asigurare : primit
asigurat : siguripsi
asigurat : împotriva
asigurat : adeveri
asigurat : încrede
asigurat : sigura
asigurat : cineva
asigurator : siguripsitor
asigurător : siguripsitor
asimetric : disimetric
asimetric : nesimetric
asimetrie : disimetrie
asimetrie : elemente
asimila : dobândi
asimilare : asimilație
asimilare : însușire
asimilare : învățare
asimilat : dobândi
asimilație : asimilare
asimilație : anabolism
asimilație : asimilație
asincron : asincronic
asincronic : asincron
asinus : urecheat
asista : participa
asista : ajuta
asista : secunda
asistare : participa
asistare : ajuta
asistare : secunda
asistat : participa
asistat : ajuta
asistat : secunda
asistent : participant
asistent : ajutor
asistent : secundant
asistent : secundator
asistent : servit
asistență : ascultători
asistență : auditoriu
asistență : public
asmuți : hărțui
asmuți : întărâta
asmuți : provoca
asmuți : stârni
asmuți : hărăti
asmuțire : ațâțare
asmuțire : întărâtare
asmuțire : provocare
asmuțire : stârnire
asmuțire : zădărâre
asmuțit : întărâtat
asmuțit : stârnit
asocia : grupa
asocia : prinde
asocia : ortăci
asocia : însâmbra
asocia : intra
asocia : înlănțui
asocia : între
asociat : ortac
asociat : prieten
asociație : concr
asociație : societate
asociație : reuniune
asociație : legal
asociere : asociație
asociere : întovărășire
asociere : tovărășie
asociere : soție
asociere : ortăcie
asociere : simbrie
asociere : soțiire
asociere : între
asorta : armoniza
asorta : combina
asorta : merge
asorta : potrivi
asortare : armonizare
asortare : combinare
asortare : potrivire
asortat : armoniza
asortat : combina
asortat : merge
asortat : potrivi
asparagus : iepurel
asparagus : coasta-dracului
asparagus : coasta-vrăjmașului
asparagus : ragila-pământului
asparagus : umbra-cucului
asparagus : umbra-iepurelui
aspect : fason
aspect : înfățișare
aspect : imagine
aspect : priveliște
aspect : privire
aspect : vesel
asperitate : asprime
asperitate : rugozitate
aspersiune : ploaie
aspersor : dispersor
aspersor : etalier
asperula : sânziene-de-pădure
asperula : mama-pădurii
aspid : ostil
aspira : jindui
aspira : năzui
aspira : pofti
aspira : tinde
aspira : râvni
aspira : ținti
aspira : urmări
aspira : stărui
aspira : năsli
aspira : năduli
aspira : bărăni
aspira : aținti
aspira : jelui
aspira : nădăjdui
aspirat : jindui
aspirat : năzui
aspirat : pofti
aspirat : tinde
aspirat : râvni
